Date,open,high,low,close,volume,ticker
2024-02-26,192.2900,201.7800,192.0000,199.4000,111747116,TSLA
2024-02-23,195.3100,197.5700,191.5000,191.9700,78841917,TSLA
2024-02-22,194.0000,198.3200,191.3600,197.4100,92739461,TSLA
2024-02-21,193.3600,199.4400,191.9500,194.7700,103844008,TSLA
2024-02-20,196.1300,198.6000,189.1300,193.7600,104545762,TSLA
2024-02-16,202.0600,203.1700,197.4000,199.9500,111346705,TSLA
2024-02-15,189.1600,200.8800,188.8595,200.4500,120831762,TSLA
2024-02-14,185.3000,188.8900,183.3500,188.7100,81202987,TSLA
2024-02-13,183.9900,187.2600,182.1087,184.0200,86759478,TSLA
2024-02-12,192.1100,194.7300,187.2800,188.1300,95498597,TSLA
2024-02-09,190.1800,194.1200,189.4800,193.5700,84476347,TSLA
2024-02-08,189.0000,191.6171,185.5800,189.5600,83034043,TSLA
2024-02-07,188.1800,189.7900,182.6800,187.5800,111535217,TSLA
2024-02-06,177.2100,186.4900,177.1100,185.1000,122675954,TSLA
2024-02-05,184.2600,184.6800,175.0100,181.0600,134294447,TSLA
2024-02-02,185.0400,188.6900,182.0000,187.9100,110612672,TSLA
2024-02-01,188.5000,189.8800,184.2800,188.8600,91843275,TSLA
2024-01-31,186.9950,193.9700,185.8459,187.2900,103221430,TSLA
2024-01-30,195.3300,196.3593,190.6100,191.5900,109982327,TSLA
2024-01-29,185.6300,191.4800,183.6700,190.9300,125013148,TSLA
2024-01-26,185.5000,186.7800,182.1000,183.2500,107343231,TSLA
2024-01-25,189.7000,193.0000,180.0600,182.6300,198076787,TSLA
2024-01-24,211.8800,212.7300,206.7700,207.8300,112930989,TSLA
2024-01-23,211.3000,215.6500,207.7516,209.1400,106605946,TSLA
2024-01-22,212.2600,217.8000,206.2700,208.8000,117952527,TSLA
2024-01-19,209.9900,213.1900,207.5600,212.1900,102260343,TSLA
2024-01-18,216.8800,217.4500,208.7400,211.8800,108595431,TSLA
2024-01-17,214.8600,215.6700,212.0100,215.5500,103164400,TSLA
2024-01-16,215.1000,223.4900,212.1800,219.9100,115355046,TSLA
2024-01-12,220.0800,225.3400,217.1501,218.8900,123043812,TSLA
2024-01-11,230.5700,230.9300,225.3700,227.2200,105873612,TSLA
2024-01-10,235.1000,235.5000,231.2900,233.9400,91628502,TSLA
2024-01-09,238.1100,238.9646,232.0400,234.9600,96705664,TSLA
2024-01-08,236.1400,241.2500,235.3000,240.4500,85166580,TSLA
2024-01-05,236.8600,240.1196,234.9001,237.4900,92240035,TSLA
2024-01-04,239.2500,242.7000,237.7300,237.9300,102629283,TSLA
2024-01-03,244.9800,245.6800,236.3200,238.4500,121082599,TSLA
2024-01-02,250.0800,251.2500,244.4100,248.4200,104654163,TSLA
2023-12-29,255.1000,255.1900,247.4300,248.4800,100891578,TSLA
2023-12-28,263.6600,265.1300,252.7100,253.1800,113619943,TSLA
2023-12-27,258.3500,263.3400,257.5200,261.4400,105853348,TSLA
2023-12-26,254.4900,257.9700,252.9100,256.6100,86892382,TSLA
2023-12-22,256.7600,258.2200,251.3700,252.5400,93370094,TSLA
2023-12-21,251.9000,254.7999,248.5500,254.5000,109594227,TSLA
2023-12-20,256.4100,259.8400,247.0000,247.1400,125096987,TSLA
2023-12-19,253.4800,258.3399,253.0100,257.2200,106287276,TSLA
2023-12-18,253.7800,258.7400,251.3600,252.0800,116416490,TSLA
2023-12-15,251.2100,254.1300,248.3000,253.5000,135932762,TSLA
2023-12-14,241.2200,253.8800,240.7900,251.0500,160829239,TSLA
2023-12-13,234.1900,240.3000,228.2000,239.2900,146286348,TSLA
2023-12-12,238.5500,238.9900,233.8700,237.0100,95328313,TSLA
2023-12-11,242.7400,243.4410,237.4500,239.7400,97913888,TSLA
2023-12-08,240.2700,245.2700,239.2701,243.8400,103126829,TSLA
2023-12-07,241.5500,244.0800,236.9800,242.6400,107142262,TSLA
2023-12-06,242.9200,246.5700,239.1709,239.3700,125905295,TSLA
2023-12-05,233.8700,246.6600,233.7000,238.7200,137971115,TSLA
2023-12-04,235.7500,239.3733,233.2902,235.5800,104099817,TSLA
2023-12-01,233.1400,240.1900,231.9000,238.8300,121331709,TSLA
2023-11-30,245.1400,245.2200,236.9100,240.0800,132353196,TSLA
2023-11-29,249.2100,252.7500,242.7600,244.1400,135401335,TSLA
2023-11-28,236.6800,247.0000,234.0100,246.7200,148549913,TSLA
2023-11-27,236.8900,238.3300,232.1000,236.0800,112031763,TSLA
2023-11-24,233.7500,238.7500,232.3300,235.4500,65125203,TSLA
2023-11-22,242.0400,244.0100,231.4000,234.2100,118117078,TSLA
2023-11-21,235.0400,243.6200,233.3400,241.2000,122288000,TSLA
2023-11-20,234.0400,237.1000,231.0200,235.6000,116562402,TSLA
2023-11-17,232.0000,237.3900,226.5400,234.3000,142766234,TSLA
2023-11-16,239.4900,240.8800,230.9600,233.5900,136816819,TSLA
2023-11-15,239.2900,246.7000,236.4500,242.8400,150353975,TSLA
2023-11-14,235.0300,238.1350,230.7200,237.4100,149771642,TSLA
2023-11-13,215.6000,225.4000,211.6101,223.7100,140447569,TSLA
2023-11-10,210.0300,215.3800,205.6900,214.6500,131310128,TSLA
2023-11-09,219.7500,220.8000,206.6800,209.9800,142110454,TSLA
2023-11-08,223.1500,224.1500,217.6400,222.1100,106584841,TSLA
2023-11-07,219.9800,223.1200,215.7200,222.1800,116900130,TSLA
2023-11-06,223.9800,226.3200,215.0000,219.2700,117335820,TSLA
2023-11-03,221.1500,226.3701,218.4000,219.9600,119534790,TSLA
2023-11-02,212.9700,219.2000,211.4500,218.5100,125987621,TSLA
2023-11-01,204.0400,205.9900,197.8500,205.6600,121661656,TSLA
2023-10-31,196.1200,202.8000,194.0700,200.8400,118068273,TSLA
2023-10-30,209.2800,210.8800,194.6700,197.3600,136448167,TSLA
2023-10-27,210.6000,212.4100,205.7700,207.3000,94881173,TSLA
2023-10-26,211.3200,214.8000,204.8800,205.7600,115112635,TSLA
2023-10-25,215.8800,220.1000,212.2000,212.4200,107065087,TSLA
2023-10-24,216.5000,222.0500,214.1100,216.5200,118231113,TSLA
2023-10-23,210.0000,216.9800,202.5100,212.0800,150683368,TSLA
2023-10-20,217.0100,218.8606,210.4200,211.9900,138010095,TSLA
2023-10-19,225.9500,230.6100,216.7800,220.1100,170772713,TSLA
2023-10-18,252.7000,254.6300,242.0800,242.6800,125147846,TSLA
2023-10-17,250.1000,257.1830,247.0800,254.8500,93562909,TSLA
2023-10-16,250.0500,255.3999,248.4800,253.9200,88917176,TSLA
2023-10-13,258.9000,259.6000,250.2200,251.1200,102296786,TSLA
2023-10-12,262.9200,265.4100,256.6307,258.8700,111508114,TSLA
2023-10-11,266.2000,268.6000,260.9000,262.9900,103706266,TSLA
2023-10-10,257.7500,268.9400,257.6500,263.6200,122656030,TSLA
2023-10-09,255.3100,261.3600,252.0500,259.6700,101377947,TSLA
2023-10-06,253.9800,261.6500,250.6500,260.5300,118121812,TSLA
2023-10-05,260.0000,263.6000,256.2500,260.0500,119159214,TSLA
2023-10-04,248.1400,261.8600,247.6000,261.1600,129721567,TSLA
2023-10-03,248.6100,250.0200,244.4500,246.5300,101985305,TSLA
2023-10-02,244.8100,254.2799,242.6200,251.6000,123810402,TSLA
2023-09-29,250.0000,254.7700,246.3500,250.2200,128522729,TSLA
2023-09-28,240.0200,247.5500,238.6500,246.3800,117058870,TSLA
2023-09-27,244.2620,245.3300,234.5800,240.5000,136597184,TSLA
2023-09-26,242.9800,249.5500,241.6601,244.1200,101993631,TSLA
2023-09-25,243.3800,247.1000,238.3100,246.9900,104636557,TSLA
2023-09-22,257.4000,257.7888,244.4800,244.8800,127524083,TSLA
2023-09-21,257.8500,260.8600,254.2100,255.7000,119951516,TSLA
2023-09-20,267.0400,273.9300,262.4606,262.5900,122514643,TSLA
2023-09-19,264.3500,267.8500,261.2000,266.5000,103704040,TSLA
2023-09-18,271.1600,271.4400,263.7601,265.2800,101543305,TSLA
2023-09-15,277.5500,278.9800,271.0000,274.3900,133692313,TSLA
2023-09-14,271.3200,276.7094,270.4200,276.0400,107709842,TSLA
2023-09-13,270.0700,274.9800,268.1000,271.3000,111673737,TSLA
2023-09-12,270.7600,278.3900,266.6000,267.4800,135999866,TSLA
2023-09-11,264.2700,274.8500,260.6100,273.5800,174667852,TSLA
2023-09-08,251.2200,256.5200,246.6700,248.5000,118559635,TSLA
2023-09-07,245.0700,252.8100,243.2650,251.4900,115312886,TSLA
2023-09-06,255.1350,255.3900,245.0600,251.9200,116959759,TSLA
2023-09-05,245.0000,258.0000,244.8600,256.4900,129469565,TSLA
2023-09-01,257.2600,259.0794,242.0100,245.0100,132541640,TSLA
2023-08-31,255.9800,261.1800,255.0500,258.0800,108861698,TSLA
2023-08-30,254.2000,260.5100,250.5900,256.9000,121988437,TSLA
2023-08-29,238.5800,257.4800,237.7700,257.1800,134047603,TSLA
2023-08-28,242.5800,244.3800,235.3500,238.8200,107673727,TSLA
2023-08-25,231.3100,239.0000,230.3500,238.5900,106612231,TSLA
2023-08-24,238.6600,238.9200,228.1801,230.0400,99777432,TSLA
2023-08-23,229.3400,238.9800,229.2900,236.8600,101077635,TSLA
2023-08-22,240.2500,240.8200,229.5500,233.1900,130597886,TSLA
2023-08-21,221.5512,232.1343,220.5800,231.2800,135702671,TSLA
2023-08-18,214.1200,217.5800,212.3600,215.4900,136276584,TSLA
2023-08-17,226.0600,226.7400,218.8300,219.2200,120718417,TSLA
2023-08-16,228.0200,233.9700,225.3800,225.6000,112484520,TSLA
2023-08-15,238.7300,240.5000,232.6100,232.9600,88197599,TSLA
2023-08-14,235.7000,240.6600,233.7500,239.7600,98595331,TSLA
2023-08-11,241.7700,243.7900,238.0200,242.6500,99038642,TSLA
2023-08-10,245.4000,251.8000,243.0000,245.3400,109498608,TSLA
2023-08-09,250.8700,251.1000,241.9000,242.1900,101596324,TSLA
2023-08-08,247.4500,250.9200,245.0100,249.7000,96642183,TSLA
2023-08-07,251.4500,253.6511,242.7600,251.4500,111097943,TSLA
2023-08-04,260.9700,264.7700,253.1100,253.8600,99539907,TSLA
2023-08-03,252.0400,260.4900,252.0000,259.3200,97829545,TSLA
2023-08-02,255.5700,259.5200,250.4900,254.1100,101752865,TSLA
2023-08-01,266.2600,266.4700,260.2500,261.0700,83645720,TSLA
2023-07-31,267.4800,269.0800,263.7800,267.4300,84582172,TSLA
2023-07-28,259.8600,267.2500,258.2312,266.4400,111446026,TSLA
2023-07-27,268.3100,269.1300,255.3000,255.7100,103697263,TSLA
2023-07-26,263.2500,268.0400,261.7500,264.3500,95856177,TSLA
2023-07-25,272.3800,272.9000,265.0000,265.2800,112757327,TSLA
2023-07-24,255.8500,269.8500,254.1200,269.0600,137005037,TSLA
2023-07-21,268.0000,268.0000,255.8000,260.0200,161796073,TSLA
2023-07-20,279.5600,280.9300,261.2000,262.9000,175158273,TSLA
2023-07-19,296.0400,299.2900,289.5201,291.2600,142355353,TSLA
2023-07-18,290.1500,295.2600,286.0100,293.3400,112434713,TSLA
2023-07-17,286.6250,292.2300,283.5700,290.3800,131569593,TSLA
2023-07-14,277.0100,285.3000,276.3100,281.3800,120062369,TSLA
2023-07-13,274.5900,279.4500,270.6000,277.9000,112681458,TSLA
2023-07-12,276.3250,276.5200,271.4600,271.9900,95672139,TSLA
2023-07-11,268.6500,270.9000,266.3700,269.7900,91972358,TSLA
2023-07-10,276.4700,277.5200,265.1000,269.6100,119425405,TSLA
2023-07-07,278.4300,280.7800,273.7700,274.4300,113879174,TSLA
2023-07-06,278.0900,279.9700,272.8800,276.5400,120707419,TSLA
2023-07-05,278.8200,283.8500,277.6000,282.4800,131530862,TSLA
2023-07-03,276.4900,284.2500,275.1100,279.8200,119685891,TSLA
2023-06-30,260.6000,264.4500,259.8900,261.7700,112620784,TSLA
2023-06-29,258.0300,260.7400,253.6100,257.5000,131283360,TSLA
2023-06-28,249.7000,259.8800,248.8900,256.2400,159770797,TSLA
2023-06-27,243.2400,250.3899,240.8500,250.2100,164968214,TSLA
2023-06-26,250.0650,258.3700,240.7000,241.0500,179990552,TSLA
2023-06-23,259.2900,262.4500,252.8000,256.6000,177460803,TSLA
2023-06-22,250.7700,265.0000,248.2500,264.6100,166875944,TSLA
2023-06-21,275.1300,276.9900,257.7800,259.4600,211797109,TSLA
2023-06-20,261.5000,274.7500,261.1200,274.4500,165611217,TSLA
2023-06-16,258.9200,263.6000,257.2091,260.5400,167915649,TSLA
2023-06-15,248.4000,258.9500,247.2900,255.9000,160171238,TSLA
2023-06-14,260.1700,261.5700,250.5000,256.7900,170575536,TSLA
2023-06-13,253.5100,259.6800,251.3400,258.7100,162384343,TSLA
2023-06-12,247.9400,250.9700,244.5900,249.8300,150740523,TSLA
2023-06-09,249.0700,252.4200,242.0200,244.4000,200242371,TSLA
2023-06-08,224.2200,235.2300,223.0100,234.8600,164489739,TSLA
2023-06-07,228.0000,230.8296,223.2000,224.5700,185710777,TSLA
2023-06-06,216.1400,221.9100,212.5300,221.3100,146911576,TSLA
2023-06-05,217.8000,221.2900,214.5200,217.6100,151143052,TSLA
2023-06-02,210.1500,217.2500,209.7520,213.9700,164398372,TSLA
2023-06-01,202.5900,209.8000,199.3700,207.5200,148029931,TSLA
2023-05-31,199.7800,203.9500,195.1200,203.9300,149356274,TSLA
2023-05-30,200.1000,204.4800,197.5300,201.1600,128818746,TSLA
2023-05-26,184.6200,198.6000,184.5300,193.1700,162061496,TSLA
2023-05-25,186.5400,186.7800,180.5800,184.4700,96870719,TSLA
2023-05-24,182.2300,184.2200,178.2200,182.9000,137605054,TSLA
2023-05-23,186.2000,192.9600,185.2600,185.7700,156952130,TSLA
2023-05-22,180.7000,189.3200,180.1100,188.8700,132001430,TSLA
2023-05-19,177.1700,181.9500,176.3100,180.1400,136196668,TSLA
2023-05-18,174.2200,177.0600,172.4500,176.8900,109520332,TSLA
2023-05-17,168.4100,174.5000,167.1850,173.8600,125473558,TSLA
2023-05-16,165.6500,169.5184,164.3500,166.5200,98288792,TSLA
2023-05-15,167.6550,169.7600,164.5499,166.3500,105592510,TSLA
2023-05-12,176.0700,177.3800,167.2300,167.9800,157849625,TSLA
2023-05-11,168.7000,173.5700,166.7900,172.0800,103889930,TSLA
2023-05-10,172.5500,174.4300,166.6800,168.5400,119840693,TSLA
2023-05-09,168.9500,169.8200,166.5600,169.1500,88965043,TSLA
2023-05-08,173.7200,173.8000,169.1900,171.7900,112249449,TSLA
2023-05-05,163.9700,170.7899,163.5100,170.0600,107607259,TSLA
2023-05-04,162.7100,162.9500,159.6500,161.2000,95108492,TSLA
2023-05-03,160.0100,165.0000,159.9100,160.6100,119727972,TSLA
2023-05-02,161.8800,165.4900,158.9300,160.3100,128259744,TSLA
2023-05-01,163.1700,163.2800,158.8300,161.8300,109015048,TSLA
2023-04-28,160.9000,165.0000,157.3200,164.3100,122515812,TSLA
2023-04-27,152.6400,160.4800,152.3700,160.1900,127015177,TSLA
2023-04-26,160.2900,160.6700,153.1400,153.7500,152247096,TSLA
2023-04-25,159.8200,163.4700,158.7500,160.6700,121999312,TSLA
2023-04-24,164.6500,165.6500,158.6100,162.5500,140006559,TSLA
2023-04-21,164.8000,166.0000,161.3208,165.0800,123538954,TSLA
2023-04-20,166.1650,169.7000,160.5600,162.9900,210970819,TSLA
2023-04-19,179.1000,183.5000,177.6500,180.5900,125732687,TSLA
2023-04-18,187.1500,187.6900,183.5775,184.3100,92067016,TSLA
2023-04-17,186.3200,189.6900,182.6900,187.0400,116177121,TSLA
2023-04-14,183.9500,186.2800,182.0100,185.0000,96438664,TSLA
2023-04-13,182.9550,186.5000,180.9400,185.9000,112932985,TSLA
2023-04-12,190.7400,191.5846,180.3100,180.5400,150256278,TSLA
2023-04-11,186.6900,189.1900,185.6475,186.7900,115770892,TSLA
2023-04-10,179.9400,185.1000,176.1100,184.5100,142154637,TSLA
2023-04-06,183.0800,186.3900,179.7400,185.0600,123857932,TSLA
2023-04-05,190.5150,190.6800,183.7600,185.5200,133882493,TSLA
2023-04-04,197.3200,198.7446,190.3200,192.5800,126463845,TSLA
2023-04-03,199.9100,202.6897,192.2000,194.7700,169545900,TSLA
2023-03-31,197.5300,207.7900,197.2000,207.4600,170222118,TSLA
2023-03-30,195.5800,197.3300,194.4200,195.2800,110252238,TSLA
2023-03-29,193.1300,195.2900,189.4400,193.8800,123660026,TSLA
2023-03-28,192.0000,192.3500,185.4300,189.1900,98654635,TSLA
2023-03-27,194.4150,197.3900,189.9400,191.8100,120851587,TSLA
2023-03-24,191.6500,192.3600,187.1500,190.4100,116531584,TSLA
2023-03-23,195.2600,199.3100,188.6500,192.2200,144193876,TSLA
2023-03-22,199.3000,200.6600,190.9500,191.1500,150376373,TSLA
2023-03-21,188.2800,198.0000,188.0400,197.5800,153391444,TSLA
2023-03-20,178.0800,186.4400,176.3500,183.2500,129684359,TSLA
2023-03-17,184.5150,186.2199,177.3300,180.1300,133197140,TSLA
2023-03-16,180.3650,185.8100,178.8400,184.1300,121374453,TSLA
2023-03-15,180.8000,182.3400,176.0300,180.4500,145995583,TSLA
2023-03-14,177.3100,183.8000,177.1401,183.2600,143717897,TSLA
2023-03-13,167.4550,177.3500,163.9100,174.4800,167790256,TSLA
2023-03-10,175.1300,178.2900,168.4400,173.4400,191488872,TSLA
2023-03-09,180.2500,185.1800,172.5124,172.9200,170023794,TSLA
2023-03-08,185.0400,186.5000,180.0000,182.0000,151897763,TSLA
2023-03-07,191.3800,194.2000,186.1000,187.7100,148125790,TSLA
2023-03-06,198.5400,198.6000,192.3000,193.8100,128100106,TSLA
2023-03-03,194.7950,200.4800,192.8800,197.7900,154193277,TSLA
2023-03-02,186.7400,193.7499,186.0100,190.9000,181979154,TSLA
2023-03-01,206.2100,207.2000,198.5200,202.7700,156852790,TSLA
2023-02-28,210.5900,211.2300,203.7500,205.7100,153144912,TSLA
2023-02-27,202.0300,209.4200,201.2600,207.6300,161028315,TSLA
2023-02-24,196.3250,197.6695,192.8000,196.8800,142228105,TSLA
2023-02-23,203.9100,205.1400,196.3300,202.0700,146359950,TSLA
2023-02-22,197.9300,201.9900,191.7800,200.8600,191828457,TSLA
2023-02-21,204.9900,209.7100,197.2200,197.3700,180018588,TSLA
2023-02-17,199.9850,208.4400,197.5000,208.3100,213738549,TSLA
2023-02-16,210.7800,217.6500,201.8400,202.0400,229586538,TSLA
2023-02-15,211.7550,214.6600,206.1100,214.2400,182108581,TSLA
2023-02-14,191.9400,209.8200,189.4400,209.2500,216455708,TSLA
2023-02-13,194.4150,196.3000,187.6100,194.6400,172475452,TSLA
2023-02-10,202.2250,206.2000,192.8900,196.8900,204754129,TSLA
2023-02-09,207.7750,214.0000,204.7700,207.3200,215431442,TSLA
2023-02-08,196.1000,203.0000,194.3100,201.2900,180673644,TSLA
2023-02-07,196.4300,197.5000,189.5500,196.8100,186010325,TSLA
2023-02-06,193.0100,198.1700,189.9200,194.7600,186188131,TSLA
2023-02-03,183.9500,199.0000,183.6900,189.9800,232662023,TSLA
2023-02-02,187.3250,196.7501,182.6100,188.2700,217448287,TSLA
2023-02-01,173.8900,183.8050,169.9300,181.4100,213806323,TSLA
2023-01-31,164.5700,174.3000,162.7800,173.2200,196813541,TSLA
2023-01-30,178.0500,179.7700,166.5000,166.6600,230878807,TSLA
2023-01-27,162.4300,180.6800,161.1700,177.9000,306590613,TSLA
2023-01-26,159.9650,161.4200,154.7600,160.2700,234815090,TSLA
2023-01-25,141.9050,146.4100,138.0700,144.4300,192734347,TSLA
2023-01-24,143.0000,146.5000,141.1000,143.8900,158699056,TSLA
2023-01-23,135.8700,145.3793,134.2700,143.7500,203119211,TSLA
2023-01-20,128.6800,133.5100,127.3466,133.4200,138858136,TSLA
2023-01-19,127.2600,129.9900,124.3082,127.1700,170291880,TSLA
2023-01-18,136.5550,136.6800,127.0100,128.7800,195680318,TSLA
2023-01-17,125.6950,131.7000,125.0200,131.4900,186476985,TSLA
